"GID_2","GID_0","COUNTRY","GID_1","NAME_1","NL_NAME_1","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2","district_key","sba_2015","anc_2015","pnc_2015","coverage_2015","sba_2024","anc_2024","pnc_2024","coverage_2024","coverage_change"
"MWI.12.5_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Chamba",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.6_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Chikweo",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.7_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Chiwalo",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.8_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Mlomba",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.9_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Mposa",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.10_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Ngokwe",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.11_1","MWI","Malawi","MWI.12_1","Machinga",NA,"SC Sitola",NA,NA,"Sub-chief","Sub-chief",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.12_1","MWI","Malawi","MWI.12_1","Machinga",NA,"TA Kawinga",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.13_1","MWI","Malawi","MWI.12_1","Machinga",NA,"TA Liwonde",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.12.14_1","MWI","Malawi","MWI.12_1","Machinga",NA,"TA Nyambi",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"machinga",0.631781387169424,0.503710180869825,0.99569672042471,0.710396096154653,0.409205628676408,0.653771287088374,0.997469764571891,0.686815560112224,-0.0235805360424287
"MWI.13.1_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"Lake Malawi",NA,NA,"Water body","Water body",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.2_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"Lake Malombe",NA,NA,"Water body","Water body",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.3_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"Mangochi Town",NA,NA,"Town","Town",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.4_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"Monkey Bay Urban",NA,NA,"Urban","Urban",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.5_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"SC Chowe",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.6_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"SC Mbwana Nyambi",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.7_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"SC Namabvi",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.8_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"TA Chimwala",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.9_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"TA Jalasi",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.10_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"TA Katuli",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.11_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"TA Makanjila",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.12_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"TA Mponda",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.13.13_1","MWI","Malawi","MWI.13_1","Mangochi",NA,"TA Nankumba",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mangochi",0.532915351934108,0.460349149744768,0.990619483737838,0.661294661805571,0.417870945932564,0.686809633258189,1,0.701560193063584,0.0402655312580129
"MWI.14.1_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"Mchinji Boma",NA,NA,"Boma","Headquarter",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.14.2_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"SC Dambe",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.14.3_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"SC Mavwere",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.14.4_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"SC Mduwa",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.14.5_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"TA Mkanda",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.14.6_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"TA Mlonyeni",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.14.7_1","MWI","Malawi","MWI.14_1","Mchinji",NA,"TA Zulu",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mchinji",0.579492204817507,0.515028320938251,0.995510099940644,0.696676875232134,0.291379249054658,0.661441851894223,1,0.65094036698296,-0.0457365082491737
"MWI.15.1_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"Mulanje Boma",NA,NA,"Boma","Headquarter",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.2_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"Mulanje Mountain Forest Reserve",NA,NA,"Reserve","Reserve",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.3_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"SC Juma",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.4_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"SC Laston Njema",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.5_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"TA Chikumbu",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.6_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"TA Mabuka",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.7_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"TA Nkanda",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.15.8_1","MWI","Malawi","MWI.15_1","Mulanje",NA,"TA Nthiramanja",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mulanje",0.492496118615862,0.454960536250413,0.991801215978917,0.646419290281731,0.332509171828527,0.660142876571677,0.986580246289524,0.65974409822991,0.0133248079481793
"MWI.16.1_1","MWI","Malawi","MWI.16_1","Mwanza",NA,"Majete Game Reserve - Mwanza",NA,NA,"Reserve","Reserve",NA,NA,"mwanza",0.534213617907306,0.382211201260869,0.962961868331011,0.626462229166395,0.341599780346997,0.649977329787794,0.993461419478468,0.661679509871086,0.0352172807046909
"MWI.16.2_1","MWI","Malawi","MWI.16_1","Mwanza",NA,"Mwanza Boma",NA,NA,"Boma","Headquarter",NA,NA,"mwanza",0.534213617907306,0.382211201260869,0.962961868331011,0.626462229166395,0.341599780346997,0.649977329787794,0.993461419478468,0.661679509871086,0.0352172807046909
"MWI.16.3_1","MWI","Malawi","MWI.16_1","Mwanza",NA,"TA Kanduku",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mwanza",0.534213617907306,0.382211201260869,0.962961868331011,0.626462229166395,0.341599780346997,0.649977329787794,0.993461419478468,0.661679509871086,0.0352172807046909
"MWI.16.4_1","MWI","Malawi","MWI.16_1","Mwanza",NA,"TA Nthache",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mwanza",0.534213617907306,0.382211201260869,0.962961868331011,0.626462229166395,0.341599780346997,0.649977329787794,0.993461419478468,0.661679509871086,0.0352172807046909
"MWI.17.1_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"Mzimba Boma",NA,NA,"Boma","Headquarter",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.2_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"Mzuzu City",NA,NA,"City","City",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.3_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"SC Jaravikuba Munthali",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.4_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"SC Kampingo Sibande",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.5_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"SC Khosolo Gwaza Jere",NA,NA,"Sub-chief","Sub-chief",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.6_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA Chindi",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.7_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA M'Mbelwa",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.8_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA Mabulabo",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.9_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA Mpherembe",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.10_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA Mtwalo",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.11_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA Mzikubola",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.12_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"TA Mzukuzuku",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.17.13_1","MWI","Malawi","MWI.17_1","Mzimba",NA,"Vwaza Marsh Game Reserve - Mzimb",NA,NA,"Reserve","Reserve",NA,NA,"mzimba",0.520270585234879,0.570601821041784,0.989240523536087,0.69337097660425,0.335627834211228,0.598262220701718,1,0.644630018304315,-0.048740958299935
"MWI.18.1_1","MWI","Malawi","MWI.18_1","Neno",NA,"Majete Game Reserve - Neno",NA,NA,"Reserve","Reserve",NA,NA,"neno",0.569055518212048,0.567608948069125,0.998054624606932,0.711573030296035,0.350512504412663,0.79436091409964,1,0.714957806170768,0.00338477587473307
"MWI.18.2_1","MWI","Malawi","MWI.18_1","Neno",NA,"TA Dambe",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"neno",0.569055518212048,0.567608948069125,0.998054624606932,0.711573030296035,0.350512504412663,0.79436091409964,1,0.714957806170768,0.00338477587473307
"MWI.18.3_1","MWI","Malawi","MWI.18_1","Neno",NA,"TA Mlauli",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"neno",0.569055518212048,0.567608948069125,0.998054624606932,0.711573030296035,0.350512504412663,0.79436091409964,1,0.714957806170768,0.00338477587473307
"MWI.18.4_1","MWI","Malawi","MWI.18_1","Neno",NA,"TA Ngozi",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"neno",0.569055518212048,0.567608948069125,0.998054624606932,0.711573030296035,0.350512504412663,0.79436091409964,1,0.714957806170768,0.00338477587473307
"MWI.18.5_1","MWI","Malawi","MWI.18_1","Neno",NA,"TA Symon",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"neno",0.569055518212048,0.567608948069125,0.998054624606932,0.711573030296035,0.350512504412663,0.79436091409964,1,0.714957806170768,0.00338477587473307
"MWI.19.1_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"Lake Malawi",NA,NA,"Water body","Water body",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.2_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"SC Fukamalaza",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.3_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"SC Malanda",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.4_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"SC Nyaluwanga",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.5_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"SC Zilakoma",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.6_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"TA Fukamapiri",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.7_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"TA Kabunduli",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.8_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"TA Malenga Mzoma",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.9_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"TA Musisya",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.19.10_1","MWI","Malawi","MWI.19_1","Nkhata Bay",NA,"TA Timbiri",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhata bay",0.488692330968697,0.573704100023521,1,0.687465476997406,0.367390337739463,0.744773278708593,1,0.704054538816018,0.0165890618186124
"MWI.20.1_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"Lake Malawi",NA,NA,"Water body","Water body",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.2_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"Nkhotakota Boma",NA,NA,"Boma","Headquarter",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.3_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"Nkhotakota Game Reserve",NA,NA,"Reserve","Reserve",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.4_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"SC Kafuzila",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.5_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"SC Mphonde",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.6_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"SC Mwansambo",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.7_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"TA Kanyenda",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.8_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"TA Malenga Chanzi",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.20.9_1","MWI","Malawi","MWI.20_1","Nkhotakota",NA,"TA Mwadzama",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nkhotakota",0.472014625202256,0.466413716039662,0.997435868108787,0.645288069783569,0.365082863633329,0.667363044805913,0.989380299259467,0.673942069232903,0.0286539994493342
"MWI.21.1_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"Mwabvi Game Reserve",NA,NA,"Reserve","Reserve",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.2_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"Nsanje Boma",NA,NA,"Boma","Headquarter",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.3_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"SC Makoka",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.4_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"SC Mbenje",NA,NA,"Sub-chief","Sub-chief",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.5_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Chimombo",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.6_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Malemia",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.7_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Mlolo",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.8_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Ndamera",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.9_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Ngabu",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.10_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Nyachikadza",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.21.11_1","MWI","Malawi","MWI.21_1","Nsanje",NA,"TA Tengani",NA,NA,"Traditional Authority","Traditional Authority",NA,NA,"nsanje",0.580197989324176,0.435815554177198,0.99421943407632,0.670077659192565,0.35685168498074,0.661333760290675,0.994114059229651,0.670766501500355,0.000688842307790538
"MWI.22.1_1","MWI","Malawi","MWI.22_1","Ntcheu",NA,"Ntcheu Boma",NA,NA,"Boma","Headquarter",NA,NA,"ntcheu",0.509531452359625,0.495816720682547,0.994076116089765,0.666474763043979,0.34425020679603,0.622701788671605,1,0.655650665155878,-0.0108240978881005
"MWI.22.2_1","MWI","Malawi","MWI.22_1","Ntcheu",NA,"SC Champiti",NA,NA,"Sub-chief","Sub-chief",NA,NA,"ntcheu",0.509531452359625,0.495816720682547,0.994076116089765,0.666474763043979,0.34425020679603,0.622701788671605,1,0.655650665155878,-0.0108240978881005
