"NAME_1","district_key","coverage_change_pct"
"Karonga","karonga",4.05640013902873
"Mangochi","mangochi",4.02655312580129
"Mwanza","mwanza",3.52172807046909
"Nkhotakota","nkhotakota",2.86539994493342
"Nkhata Bay","nkhata bay",1.65890618186124
"Zomba","zomba",1.34601852863929
"Mulanje","mulanje",1.33248079481793
"Neno","neno",0.338477587473307
"Thyolo","thyolo",0.24122931666074
"Nsanje","nsanje",0.0688842307790538
